报告日,利率,涨跌
2017-03-24,2.784,-2.3
2017-03-27,2.7993,1.53
2017-03-28,2.791,-0.83
2017-03-29,2.81,1.9
2017-03-30,2.821,1.1
2017-03-31,2.85,2.9
2017-04-01,2.778,-7.2
2017-04-05,2.74,-3.8
2017-04-06,2.7506,1.06
2017-04-07,2.741,-0.96
2017-04-10,2.707,-3.4
2017-04-11,2.687,-2.0
2017-04-12,2.6631,-2.39
2017-04-13,2.6566,-0.65
2017-04-14,2.674,1.74
2017-04-17,2.69,1.6
2017-04-18,2.7175,2.75
2017-04-19,2.752,3.45
2017-04-20,2.758,0.6
2017-04-21,2.76,0.2
2017-04-24,2.79,3.0
2017-04-25,2.814,2.4
2017-04-26,2.8203,0.63
2017-04-27,2.8449,2.46
2017-04-28,2.8699,2.5
2017-05-02,2.873,0.31
2017-05-03,2.913,4.0
2017-05-04,2.927,1.4
2017-05-05,2.9186,-0.84
2017-05-08,2.9091,-0.95
2017-05-09,2.9233,1.42
2017-05-10,2.93,0.67
2017-05-11,2.9294,-0.06
2017-05-12,2.9107,-1.87
2017-05-15,2.8833,-2.74
2017-05-16,2.8827,-0.06
2017-05-17,2.882,-0.07
2017-05-18,2.8867,0.47
2017-05-19,2.88,-0.67
2017-05-22,2.8679,-1.21
2017-05-23,2.8571,-1.08
2017-05-24,2.8426,-1.45
2017-05-25,2.843,0.04
2017-05-26,2.853,1.0
2017-05-27,2.854,0.1
2017-05-31,2.856,0.2
2017-06-01,2.866,1.0
2017-06-02,2.884,1.8
2017-06-05,2.894,1.0
2017-06-06,2.8959,0.19
2017-06-07,2.8919,-0.4
2017-06-08,2.8939,0.2
2017-06-09,2.8949,0.1
2017-06-12,2.8968,0.19
2017-06-13,2.9,0.32
2017-06-14,2.9026,0.26
2017-06-15,2.9047,0.21
2017-06-16,2.914,0.93
2017-06-19,2.9204,0.64
2017-06-20,2.93,0.96
2017-06-21,2.9429,1.29
2017-06-22,2.9432,0.03
2017-06-23,2.936,-0.72
2017-06-26,2.9063,-2.97
2017-06-27,2.8834,-2.29
2017-06-28,2.8577,-2.57
2017-06-29,2.8507,-0.7
2017-06-30,2.8455,-0.52
2017-07-03,2.841,-0.45
2017-07-04,2.8299,-1.11
2017-07-05,2.8028,-2.71
2017-07-06,2.7919,-1.09
2017-07-07,2.7858,-0.61
2017-07-10,2.784,-0.18
2017-07-11,2.812,2.8
2017-07-12,2.8156,0.36
2017-07-13,2.8184,0.28
2017-07-14,2.803,-1.54
2017-07-17,2.8057,0.27
2017-07-18,2.8293,2.36
2017-07-19,2.842,1.27
2017-07-20,2.853,1.1
2017-07-21,2.847,-0.6
2017-07-24,2.845,-0.2
2017-07-25,2.849,0.4
2017-07-26,2.849,0.0
2017-07-27,2.8626,1.36
2017-07-28,2.877,1.44
2017-07-31,2.882,0.5
2017-08-01,2.886,0.4
2017-08-02,2.892,0.6
2017-08-03,2.884,-0.8
2017-08-04,2.8657,-1.83
2017-08-07,2.865,-0.07
2017-08-08,2.871,0.6
2017-08-09,2.8821,1.11
2017-08-10,2.8767,-0.54
2017-08-11,2.8725,-0.42
2017-08-14,2.868,-0.45
2017-08-15,2.874,0.6
2017-08-16,2.88,0.6
2017-08-17,2.8927,1.27
2017-08-18,2.894,0.13
2017-08-21,2.897,0.3
2017-08-22,2.8985,0.15
2017-08-23,2.9028,0.43
2017-08-24,2.904,0.12
2017-08-25,2.9098,0.58
2017-08-28,2.9064,-0.34
2017-08-29,2.921,1.46
2017-08-30,2.9266,0.56
2017-08-31,2.8879,-3.87
2017-09-01,2.8764,-1.15
2017-09-04,2.8572,-1.92
2017-09-05,2.8202,-3.7
2017-09-06,2.8092,-1.1
2017-09-07,2.8056,-0.36
2017-09-08,2.8023,-0.33
2017-09-11,2.8014,-0.09
2017-09-12,2.8036,0.22
2017-09-13,2.8056,0.2
2017-09-14,2.8239,1.83
2017-09-15,2.832,0.81
2017-09-18,2.844,1.2
2017-09-19,2.868,2.4
2017-09-20,2.869,0.1
2017-09-21,2.869,0.0
2017-09-22,2.858,-1.1
2017-09-25,2.8987,4.07
2017-09-26,2.9291,3.04
2017-09-27,2.9494,2.03
2017-09-28,2.9675,1.81
2017-09-29,2.9639,-0.36
2017-09-30,2.9671,0.32
2017-10-09,2.9201,-4.7
2017-10-10,2.939,1.89
2017-10-11,2.9247,-1.43
2017-10-12,2.886,-3.87
2017-10-13,2.8516,-3.44
2017-10-16,2.848,-0.36
2017-10-17,2.8483,0.03
2017-10-18,2.8468,-0.15
2017-10-19,2.8405,-0.63
2017-10-20,2.8379,-0.26
2017-10-23,2.8341,-0.38
2017-10-24,2.8343,0.02
2017-10-25,2.8594,2.51
2017-10-26,2.8699,1.05
2017-10-27,2.8788,0.89
2017-10-30,2.888,0.92
2017-10-31,2.894,0.6
2017-11-01,2.894,0.0
2017-11-02,2.859,-3.5
2017-11-03,2.8249,-3.41
2017-11-06,2.797,-2.79
2017-11-07,2.7878,-0.92
2017-11-08,2.7892,0.14
2017-11-09,2.811,2.18
2017-11-10,2.8455,3.45
2017-11-13,2.8592,1.37
2017-11-14,2.8765,1.73
2017-11-15,2.886,0.95
2017-11-16,2.886,0.0
2017-11-17,2.865,-2.1
2017-11-20,2.859,-0.6
2017-11-21,2.861,0.2
2017-11-22,2.868,0.7
2017-11-23,2.871,0.3
2017-11-24,2.873,0.2
2017-11-27,2.883,1.0
2017-11-28,2.883,0.0
2017-11-29,2.877,-0.6
2017-11-30,2.898,2.1
2017-12-01,2.851,-4.7
2017-12-04,2.816,-3.5
2017-12-05,2.799,-1.7
2017-12-06,2.787,-1.2
2017-12-07,2.791,0.4
2017-12-08,2.799,0.8
2017-12-11,2.818,1.9
2017-12-12,2.83,1.2
2017-12-13,2.851,2.1
2017-12-14,2.868,1.7
2017-12-15,2.871,0.3
2017-12-18,2.871,0.0
2017-12-19,2.873,0.2
2017-12-20,2.874,0.1
2017-12-21,2.871,-0.3
2017-12-22,2.867,-0.4
2017-12-25,2.881,1.4
2017-12-26,2.892,1.1
2017-12-27,2.905,1.3
2017-12-28,2.925,2.0
2017-12-29,2.954,2.9
2018-01-02,2.839,-11.5
2018-01-03,2.785,-5.4
2018-01-04,2.76,-2.5
2018-01-05,2.745,-1.5
2018-01-08,2.737,-0.8
2018-01-09,2.744,0.7
2018-01-10,2.776,3.2
2018-01-11,2.832,5.6
2018-01-12,2.864,3.2
2018-01-15,2.86,-0.4
2018-01-16,2.879,1.9
2018-01-17,2.878,-0.1
2018-01-18,2.878,0.0
2018-01-19,2.891,1.3
2018-01-22,2.889,-0.2
2018-01-23,2.863,-2.6
2018-01-24,2.832,-3.1
2018-01-25,2.8498,1.78
2018-01-26,2.842,-0.78
2018-01-29,2.842,0.0
2018-01-30,2.838,-0.4
2018-01-31,2.8298,-0.82
2018-02-01,2.7925,-3.73
2018-02-02,2.788,-0.45
2018-02-05,2.7758,-1.22
2018-02-06,2.7706,-0.52
2018-02-07,2.771,0.04
2018-02-08,2.904,13.3
2018-02-09,2.918,1.4
2018-02-11,2.917,-0.1
2018-02-12,2.918,0.1
2018-02-13,2.928,1.0
2018-02-14,2.91,-1.8
2018-02-22,2.891,-1.9
2018-02-23,2.881,-1.0
2018-02-24,2.876,-0.5
2018-02-26,2.87,-0.6
2018-02-27,2.861,-0.9
2018-02-28,2.906,4.5
2018-03-01,2.896,-1.0
2018-03-02,2.897,0.1
2018-03-05,2.894,-0.3
2018-03-06,2.886,-0.8
2018-03-07,2.873,-1.3
2018-03-08,2.862,-1.1
2018-03-09,2.857,-0.5
2018-03-12,2.858,0.1
2018-03-13,2.87,1.2
2018-03-14,2.869,-0.1
2018-03-15,2.866,-0.3
2018-03-16,2.865,-0.1
2018-03-19,2.863,-0.2
2018-03-20,2.861,-0.2
2018-03-21,2.858,-0.3
2018-03-22,2.8538,-0.42
2018-03-23,2.8464,-0.74
2018-03-26,2.862,1.56
2018-03-27,2.874,1.2
2018-03-28,2.889,1.5
2018-03-29,2.8958,0.68
2018-03-30,2.9166,2.08
2018-04-02,2.883,-3.36
2018-04-03,2.87,-1.3
2018-04-04,2.83,-4.0
2018-04-08,2.812,-1.8
2018-04-09,2.806,-0.6
2018-04-10,2.807,0.1
2018-04-11,2.804,-0.3
2018-04-12,2.8,-0.4
2018-04-13,2.798,-0.2
2018-04-16,2.802,0.4
2018-04-17,2.843,4.1
2018-04-18,2.858,1.5
2018-04-19,2.884,2.6
2018-04-20,2.893,0.9
2018-04-23,2.9,0.7
2018-04-24,2.907,0.7
2018-04-25,2.911,0.4
2018-04-26,2.925,1.4
2018-04-27,2.978,5.3
2018-04-28,2.972,-0.6
2018-05-02,2.892,-8.0
2018-05-03,2.852,-4.0
2018-05-04,2.806,-4.6
2018-05-07,2.768,-3.8
2018-05-08,2.751,-1.7
2018-05-09,2.734,-1.7
2018-05-10,2.723,-1.1
2018-05-11,2.713,-1.0
2018-05-14,2.738,2.5
2018-05-15,2.773,3.5
2018-05-16,2.835,6.2
2018-05-17,2.803,-3.2
2018-05-18,2.768,-3.5
2018-05-21,2.756,-1.2
2018-05-22,2.755,-0.1
2018-05-23,2.752,-0.3
2018-05-24,2.751,-0.1
2018-05-25,2.794,4.3
2018-05-28,2.806,1.2
2018-05-29,2.848,4.2
2018-05-30,2.895,4.7
2018-05-31,2.898,0.3
2018-06-01,2.897,-0.1
2018-06-04,2.818,-7.9
2018-06-05,2.802,-1.6
2018-06-06,2.792,-1.0
2018-06-07,2.783,-0.9
2018-06-08,2.772,-1.1
2018-06-11,2.776,0.4
2018-06-12,2.789,1.3
2018-06-13,2.8,1.1
2018-06-14,2.809,0.9
2018-06-15,2.81,0.1
2018-06-19,2.809,-0.1
2018-06-20,2.822,1.3
2018-06-21,2.825,0.3
2018-06-22,2.819,-0.6
2018-06-25,2.826,0.7
2018-06-26,2.831,0.5
2018-06-27,2.834,0.3
2018-06-28,2.841,0.7
2018-06-29,2.862,2.1
2018-07-02,2.78,-8.2
2018-07-03,2.719,-6.1
2018-07-04,2.662,-5.7
2018-07-05,2.605,-5.7
2018-07-06,2.588,-1.7
2018-07-09,2.602,1.4
2018-07-10,2.657,5.5
2018-07-11,2.679,2.2
2018-07-12,2.686,0.7
2018-07-13,2.686,0.0
2018-07-16,2.699,1.3
2018-07-17,2.703,0.4
2018-07-18,2.702,-0.1
2018-07-19,2.683,-1.9
2018-07-20,2.675,-0.8
2018-07-23,2.658,-1.7
2018-07-24,2.655,-0.3
2018-07-25,2.667,1.2
2018-07-26,2.66,-0.7
2018-07-27,2.654,-0.6
2018-07-30,2.651,-0.3
2018-07-31,2.648,-0.3
2018-08-01,2.622,-2.6
2018-08-02,2.584,-3.8
2018-08-03,2.525,-5.9
2018-08-06,2.469,-5.6
2018-08-07,2.386,-8.3
2018-08-08,2.345,-4.1
2018-08-09,2.45,10.5
2018-08-10,2.426,-2.4
2018-08-13,2.491,6.5
2018-08-14,2.589,9.8
2018-08-15,2.612,2.3
2018-08-16,2.637,2.5
2018-08-17,2.65,1.3
2018-08-20,2.674,2.4
2018-08-21,2.681,0.7
2018-08-22,2.662,-1.9
2018-08-23,2.649,-1.3
2018-08-24,2.612,-3.7
2018-08-27,2.642,3.0
2018-08-28,2.647,0.5
2018-08-29,2.646,-0.1
2018-08-30,2.64,-0.6
2018-08-31,2.633,-0.7
2018-09-03,2.621,-1.2
2018-09-04,2.6,-2.1
2018-09-05,2.552,-4.8
2018-09-06,2.633,8.1
2018-09-07,2.673,4.0
2018-09-10,2.679,0.6
2018-09-11,2.686,0.7
2018-09-12,2.675,-1.1
2018-09-13,2.663,-1.2
2018-09-14,2.645,-1.8
2018-09-17,2.639,-0.6
2018-09-18,2.685,4.6
2018-09-19,2.668,-1.7
2018-09-20,2.659,-0.9
2018-09-21,2.654,-0.5
2018-09-25,2.692,3.8
2018-09-26,2.711,1.9
2018-09-27,2.722,1.1
2018-09-28,2.73,0.8
2018-09-29,2.783,5.3
2018-09-30,2.766,-1.7
2018-10-08,2.657,-10.9
2018-10-09,2.633,-2.4
2018-10-10,2.618,-1.5
2018-10-11,2.611,-0.7
2018-10-12,2.615,0.4
2018-10-15,2.612,-0.3
2018-10-16,2.603,-0.9
2018-10-17,2.604,0.1
2018-10-18,2.611,0.7
2018-10-19,2.622,1.1
2018-10-22,2.632,1.0
2018-10-23,2.635,0.3
2018-10-24,2.631,-0.4
2018-10-25,2.63,-0.1
2018-10-26,2.618,-1.2
2018-10-29,2.609,-0.9
2018-10-30,2.598,-1.1
2018-10-31,2.715,11.7
2018-11-01,2.673,-4.2
2018-11-02,2.649,-2.4
2018-11-05,2.638,-1.1
2018-11-06,2.613,-2.5
2018-11-07,2.595,-1.8
2018-11-08,2.6,0.5
2018-11-09,2.599,-0.1
2018-11-12,2.624,2.5
2018-11-13,2.633,0.9
2018-11-14,2.632,-0.1
2018-11-15,2.629,-0.3
2018-11-16,2.629,0.0
2018-11-19,2.643,1.4
2018-11-20,2.665,2.2
2018-11-21,2.656,-0.9
2018-11-22,2.642,-1.4
2018-11-23,2.628,-1.4
2018-11-26,2.644,1.6
2018-11-27,2.643,-0.1
2018-11-28,2.65,0.7
2018-11-29,2.65,0.0
2018-11-30,2.669,1.9
2018-12-03,2.618,-5.1
2018-12-04,2.621,0.3
2018-12-05,2.581,-4.0
2018-12-06,2.6,1.9
2018-12-07,2.611,1.1
2018-12-10,2.615,0.4
2018-12-11,2.624,0.9
2018-12-12,2.626,0.2
2018-12-13,2.636,1.0
2018-12-14,2.683,4.7
2018-12-17,2.697,1.4
2018-12-18,2.694,-0.3
2018-12-19,2.69,-0.4
2018-12-20,2.676,-1.4
2018-12-21,2.649,-2.7
2018-12-24,2.659,1.0
2018-12-25,2.653,-0.6
2018-12-26,2.672,1.9
2018-12-27,2.695,2.3
2018-12-28,2.721,2.6
2018-12-29,2.903,18.2
2019-01-02,2.634,-26.9
2019-01-03,2.547,-8.7
2019-01-04,2.563,1.6
2019-01-07,2.475,-8.8
2019-01-08,2.372,-10.3
2019-01-09,2.475,10.3
2019-01-10,2.587,11.2
2019-01-11,2.555,-3.2
2019-01-14,2.629,7.4
2019-01-15,2.652,2.3
2019-01-16,2.64,-1.2
2019-01-17,2.611,-2.9
2019-01-18,2.618,0.7
2019-01-21,2.594,-2.4
2019-01-22,2.578,-1.6
2019-01-23,2.584,0.6
2019-01-24,2.616,3.2
2019-01-25,2.626,1.0
2019-01-28,2.66,3.4
2019-01-29,2.766,10.6
2019-01-30,2.765,-0.1
2019-01-31,2.756,-0.9
2019-02-01,2.722,-3.4
2019-02-02,2.372,-35.0
2019-02-03,2.334,-3.8
2019-02-11,2.596,26.2
2019-02-12,2.513,-8.3
2019-02-13,2.362,-15.1
2019-02-14,2.33,-3.2
2019-02-15,2.351,2.1
2019-02-18,2.395,4.4
2019-02-19,2.398,0.3
2019-02-20,2.377,-2.1
2019-02-21,2.399,2.2
2019-02-22,2.6,20.1
2019-02-25,2.658,5.8
2019-02-26,2.745,8.7
2019-02-27,2.75,0.5
2019-02-28,2.658,-9.2
2019-03-01,2.511,-14.7
2019-03-04,2.38,-13.1
2019-03-05,2.574,19.4
2019-03-06,2.488,-8.6
2019-03-07,2.517,2.9
2019-03-08,2.388,-12.9
2019-03-11,2.395,0.7
2019-03-12,2.601,20.6
2019-03-13,2.493,-10.8
2019-03-14,2.598,10.5
2019-03-15,2.728,13.0
2019-03-18,2.709,-1.9
2019-03-19,2.729,2.0
2019-03-20,2.711,-1.8
2019-03-21,2.684,-2.7
2019-03-22,2.664,-2.0
2019-03-25,2.668,0.4
2019-03-26,2.704,3.6
2019-03-27,2.797,9.3
2019-03-28,2.705,-9.2
2019-03-29,2.698,-0.7
2019-04-01,2.579,-11.9
2019-04-02,2.453,-12.6
2019-04-03,2.357,-9.6
2019-04-04,2.418,6.1
2019-04-08,2.483,6.5
2019-04-09,2.469,-1.4
2019-04-10,2.654,18.5
2019-04-11,2.657,0.3
2019-04-12,2.669,1.2
2019-04-15,2.772,10.3
2019-04-16,2.787,1.5
2019-04-17,2.788,0.1
2019-04-18,2.75,-3.8
2019-04-19,2.692,-5.8
2019-04-22,2.654,-3.8
2019-04-23,2.7,4.6
2019-04-24,2.764,6.4
2019-04-25,2.785,2.1
2019-04-26,2.735,-5.0
2019-04-28,2.705,-3.0
2019-04-29,2.691,-1.4
2019-04-30,2.683,-0.8
2019-05-05,2.529,-15.4
2019-05-06,2.5285,-0.05
2019-05-07,2.349,-17.95
2019-05-08,2.286,-6.3
2019-05-09,2.573,28.7
2019-05-10,2.568,-0.5
2019-05-13,2.579,1.1
2019-05-14,2.65,7.1
2019-05-15,2.641,-0.9
2019-05-16,2.607,-3.4
2019-05-17,2.589,-1.8
2019-05-20,2.678,8.9
2019-05-21,2.699,2.1
2019-05-22,2.69,-0.9
2019-05-23,2.648,-4.2
2019-05-24,2.592,-5.6
2019-05-27,2.711,11.9
2019-05-28,2.823,11.2
2019-05-29,2.785,-3.8
2019-05-30,2.665,-12.0
2019-05-31,2.65,-1.5
2019-06-03,2.553,-9.7
2019-06-04,2.399,-15.4
2019-06-05,2.472,7.3
2019-06-06,2.572,10.0
2019-06-10,2.604,3.2
2019-06-11,2.589,-1.5
2019-06-12,2.564,-2.5
2019-06-13,2.583,1.9
2019-06-14,2.565,-1.8
2019-06-17,2.491,-7.4
2019-06-18,2.399,-9.2
2019-06-19,2.386,-1.3
2019-06-20,2.448,6.2
2019-06-21,2.416,-3.2
2019-06-24,2.326,-9.0
2019-06-25,2.466,14.0
2019-06-26,2.417,-4.9
2019-06-27,2.61,19.3
2019-06-28,2.604,-0.6
2019-07-01,2.319,-28.5
2019-07-02,2.032,-28.7
2019-07-03,2.145,11.3
2019-07-04,2.139,-0.6
2019-07-05,2.271,13.2
2019-07-08,2.449,17.8
2019-07-09,2.54,9.1
2019-07-10,2.543,0.3
2019-07-11,2.497,-4.6
2019-07-12,2.559,6.2
2019-07-15,2.669,11.0
2019-07-16,2.724,5.5
2019-07-17,2.734,1.0
2019-07-18,2.748,1.4
2019-07-19,2.753,0.5
2019-07-22,2.692,-6.1
2019-07-23,2.634,-5.8
2019-07-24,2.561,-7.3
2019-07-25,2.642,8.1
2019-07-26,2.647,0.5
2019-07-29,2.657,1.0
2019-07-30,2.663,0.6
2019-07-31,2.673,1.0
2019-08-01,2.638,-3.5
2019-08-02,2.647,0.9
2019-08-05,2.619,-2.8
2019-08-06,2.494,-12.5
2019-08-07,2.52,2.6
2019-08-08,2.578,5.8
2019-08-09,2.644,6.6
2019-08-12,2.656,1.2
2019-08-13,2.703,4.7
2019-08-14,2.695,-0.8
2019-08-15,2.678,-1.7
2019-08-16,2.673,-0.5
2019-08-19,2.672,-0.1
2019-08-20,2.664,-0.8
2019-08-21,2.653,-1.1
2019-08-22,2.642,-1.1
2019-08-23,2.651,0.9
2019-08-26,2.669,1.8
2019-08-27,2.687,1.8
2019-08-28,2.682,-0.5
2019-08-29,2.6702,-1.18
2019-08-30,2.665,-0.52
2019-09-02,2.653,-1.2
2019-09-03,2.61,-4.3
2019-09-04,2.604,-0.6
2019-09-05,2.636,3.2
2019-09-06,2.652,1.6
2019-09-09,2.652,0.0
2019-09-10,2.628,-2.4
2019-09-11,2.645,1.7
2019-09-12,2.65,0.5
2019-09-16,2.642,-0.8
2019-09-17,2.638,-0.4
2019-09-18,2.654,1.6
2019-09-19,2.709,5.5
2019-09-20,2.731,2.2
2019-09-23,2.732,0.1
2019-09-24,2.676,-5.6
2019-09-25,2.572,-10.4
2019-09-26,2.577,0.5
2019-09-27,2.59,1.3
2019-09-29,2.692,10.2
2019-09-30,2.843,15.1
2019-10-08,2.688,-15.5
2019-10-09,2.627,-6.1
2019-10-10,2.595,-3.2
2019-10-11,2.556,-3.9
2019-10-12,2.591,3.5
2019-10-14,2.651,6.0
2019-10-15,2.684,3.3
2019-10-16,2.686,0.2
2019-10-17,2.663,-2.3
2019-10-18,2.691,2.8
2019-10-21,2.691,0.0
2019-10-22,2.789,9.8
2019-10-23,2.693,-9.6
2019-10-24,2.661,-3.2
2019-10-25,2.669,0.8
2019-10-28,2.671,0.2
2019-10-29,2.67,-0.1
2019-10-30,2.683,1.3
2019-10-31,2.685,0.2
2019-11-01,2.616,-6.9
2019-11-04,2.529,-8.7
2019-11-05,2.498,-3.1
2019-11-06,2.546,4.8
2019-11-07,2.595,4.9
2019-11-08,2.57,-2.5
2019-11-11,2.555,-1.5
2019-11-12,2.649,9.4
2019-11-13,2.675,2.6
2019-11-14,2.682,0.7
2019-11-15,2.737,5.5
2019-11-18,2.728,-0.9
2019-11-19,2.611,-11.7
2019-11-20,2.497,-11.4
2019-11-21,2.426,-7.1
2019-11-22,2.536,11.0
2019-11-25,2.596,6.0
2019-11-26,2.598,0.2
2019-11-27,2.589,-0.9
2019-11-28,2.597,0.8
2019-11-29,2.607,1.0
2019-12-02,2.478,-12.9
2019-12-03,2.343,-13.5
2019-12-04,2.426,8.3
2019-12-05,2.433,0.7
2019-12-06,2.482,4.9
2019-12-09,2.506,2.4
2019-12-10,2.45,-5.6
2019-12-11,2.493,4.3
2019-12-12,2.431,-6.2
2019-12-13,2.474,4.3
2019-12-16,2.5315,5.75
2019-12-17,2.588,5.65
2019-12-18,2.585,-0.3
2019-12-19,2.559,-2.6
2019-12-20,2.529,-3.0
2019-12-23,2.453,-7.6
2019-12-24,2.45,-0.3
2019-12-25,2.549,9.9
2019-12-26,2.607,5.8
2019-12-27,2.579,-2.8
2019-12-30,2.618,3.9
2019-12-31,2.737,11.9
2020-01-02,2.433,-30.4
2020-01-03,2.349,-8.4
2020-01-06,2.219,-13.0
2020-01-07,2.259,4.0
2020-01-08,2.32,6.1
2020-01-09,2.47,15.0
2020-01-10,2.487,1.7
2020-01-13,2.522,3.5
2020-01-14,2.654,13.2
2020-01-15,2.717,6.3
2020-01-16,2.663,-5.4
2020-01-17,2.64,-2.3
2020-01-19,2.608,-3.2
2020-01-20,2.607,-0.1
2020-01-21,2.601,-0.6
2020-01-22,2.607,0.6
2020-01-23,2.549,-5.8
2020-02-03,2.607,5.8
2020-02-04,2.416,-19.1
2020-02-05,2.343,-7.3
2020-02-06,2.366,2.3
2020-02-07,2.306,-6.0
2020-02-10,2.289,-1.7
2020-02-11,2.225,-6.4
2020-02-12,2.286,6.1
2020-02-13,2.324,3.8
2020-02-14,2.233,-9.1
2020-02-17,2.261,2.8
2020-02-18,2.293,3.2
2020-02-19,2.268,-2.5
2020-02-20,2.308,4.0
2020-02-21,2.245,-6.3
2020-02-24,2.176,-6.9
2020-02-25,2.203,2.7
2020-02-26,2.183,-2.0
2020-02-27,2.192,0.9
2020-02-28,2.374,18.2
2020-03-02,2.129,-24.5
2020-03-03,2.094,-3.5
2020-03-04,2.052,-4.2
2020-03-05,2.089,3.7
2020-03-06,2.035,-5.4
2020-03-09,2.074,3.9
2020-03-10,2.241,16.7
2020-03-11,2.3,5.9
2020-03-12,2.309,0.9
2020-03-13,2.252,-5.7
2020-03-16,2.199,-5.3
2020-03-17,1.896,-30.3
2020-03-18,1.751,-14.5
2020-03-19,1.893,14.2
2020-03-20,1.945,5.2
2020-03-23,1.805,-14.0
2020-03-24,1.693,-11.2
2020-03-25,1.745,5.2
2020-03-26,1.72,-2.5
2020-03-27,1.769,4.9
2020-03-30,2.163,39.4
2020-03-31,2.147,-1.6
2020-04-01,2.004,-14.3
2020-04-02,1.857,-14.7
2020-04-03,1.831,-2.6
2020-04-07,1.773,-5.8
2020-04-08,1.739,-3.4
2020-04-09,1.68,-5.9
2020-04-10,1.813,13.3
2020-04-13,1.851,3.8
2020-04-14,1.707,-14.4
2020-04-15,1.632,-7.5
2020-04-16,1.657,2.5
2020-04-17,1.737,8.0
2020-04-20,1.734,-0.3
2020-04-21,1.606,-12.8
2020-04-22,1.576,-3.0
2020-04-23,1.663,8.7
2020-04-24,1.718,5.5
2020-04-26,1.658,-6.0
2020-04-27,1.774,11.6
2020-04-28,1.62,-15.4
2020-04-29,1.755,13.5
2020-04-30,1.919,16.4
2020-05-06,1.865,-5.4
2020-05-07,1.838,-2.7
2020-05-08,1.809,-2.9
2020-05-09,1.481,-32.8
2020-05-11,1.679,19.8
2020-05-12,1.568,-11.1
2020-05-13,1.485,-8.3
2020-05-14,1.514,2.9
2020-05-15,1.657,14.3
2020-05-18,1.563,-9.4
2020-05-19,1.521,-4.2
2020-05-20,1.534,1.3
2020-05-21,1.556,2.2
2020-05-22,1.595,3.9
2020-05-25,1.785,19.0
2020-05-26,1.908,12.3
2020-05-27,2.018,11.0
2020-05-28,2.179,16.1
2020-05-29,2.151,-2.8
2020-06-01,1.959,-19.2
2020-06-02,1.673,-28.6
2020-06-03,1.971,29.8
2020-06-04,2.001,3.0
2020-06-05,1.987,-1.4
2020-06-08,1.942,-4.5
2020-06-09,1.947,0.5
2020-06-10,1.98,3.3
2020-06-11,2.021,4.1
2020-06-12,2.016,-0.5
2020-06-15,1.855,-16.1
2020-06-16,1.891,3.6
2020-06-17,2.057,16.6
2020-06-18,2.1,4.3
2020-06-19,2.147,4.7
2020-06-22,2.15,0.3
2020-06-23,2.15,0.0
2020-06-24,2.173,2.3
2020-06-28,2.182,0.9
2020-06-29,2.181,-0.1
2020-06-30,2.228,4.7
2020-07-01,2.095,-13.3
2020-07-02,2.006,-8.9
2020-07-03,1.98,-2.6
2020-07-06,1.794,-18.6
2020-07-07,2.092,29.8
2020-07-08,2.137,4.5
2020-07-09,2.192,5.5
2020-07-10,2.203,1.1
2020-07-13,2.201,-0.2
2020-07-14,2.148,-5.3
2020-07-15,2.15,0.2
2020-07-16,2.249,9.9
2020-07-17,2.227,-2.2
2020-07-20,2.183,-4.4
2020-07-21,2.101,-8.2
2020-07-22,2.008,-9.3
2020-07-23,2.207,19.9
2020-07-24,2.147,-6.0
2020-07-27,2.202,5.5
2020-07-28,2.2,-0.2
2020-07-29,2.174,-2.6
2020-07-30,2.183,0.9
2020-07-31,2.236,5.3
2020-08-03,2.043,-19.3
2020-08-04,2.143,10.0
2020-08-05,2.062,-8.1
2020-08-06,2.074,1.2
2020-08-07,2.205,13.1
2020-08-10,2.202,-0.3
2020-08-11,2.249,4.7
2020-08-12,2.246,-0.3
2020-08-13,2.237,-0.9
2020-08-14,2.222,-1.5
2020-08-17,2.213,-0.9
2020-08-18,2.19,-2.3
2020-08-19,2.204,1.4
2020-08-20,2.249,4.5
2020-08-21,2.28,3.1
2020-08-24,2.23,-5.0
2020-08-25,2.241,1.1
2020-08-26,2.222,-1.9
2020-08-27,2.182,-4.0
2020-08-28,2.235,5.3
2020-08-31,2.228,-0.7
2020-09-01,2.211,-1.7
2020-09-02,2.201,-1.0
2020-09-03,2.197,-0.4
2020-09-04,2.211,1.4
2020-09-07,2.2,-1.1
2020-09-08,2.211,1.1
2020-09-09,2.193,-1.8
2020-09-10,2.128,-6.5
2020-09-11,2.162,3.4
2020-09-14,2.161,-0.1
2020-09-15,2.133,-2.8
2020-09-16,2.185,5.2
2020-09-17,2.199,1.4
2020-09-18,2.233,3.4
2020-09-21,2.262,2.9
2020-09-22,2.332,7.0
2020-09-23,2.149,-18.3
2020-09-24,2.148,-0.1
2020-09-25,2.044,-10.4
2020-09-27,1.953,-9.1
2020-09-28,2.418,46.5
2020-09-29,2.283,-13.5
2020-09-30,2.331,4.8
2020-10-09,2.174,-15.7
2020-10-10,2.029,-14.5
2020-10-12,2.073,4.4
2020-10-13,2.092,1.9
2020-10-14,2.136,4.4
2020-10-15,2.191,5.5
2020-10-16,2.199,0.8
2020-10-19,2.23,3.1
2020-10-20,2.261,3.1
2020-10-21,2.207,-5.4
2020-10-22,2.19,-1.7
2020-10-23,2.205,1.5
2020-10-26,2.227,2.2
2020-10-27,2.33,10.3
